"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","LTVKA","LTVV2","LTVCL","LTVV3","LTVQ","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","OMEGA(4,4)","OMEGA(5,5)","SIGMA(1,1)","SIGMA(2,2)","seLTVKA","seLTVV2","seLTVCL","seLTVV3","seLTVQ","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seOMEGA(4,4)","seOMEGA(5,5)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,33.8091,SAEM_I-IMP*_I,0:03:47,64.1,157.87,-1722.9091908084556,0.815289,4.32551,2.48851,5.3217,2.19263,0,0.174967,0.312356,0,0,0.0810297,0,0.0651437,0.0586143,0.105865,0.278372,0.0752754,0,0.032577,0.0511707,0,0,0.00544321,0,NA,NA,NA,NA,NA,NA,0.0978931,0.336103,0.416868,0.635409,0.837678,1.00335,1.36302,3.30968,NA,NA,NA,NA
