"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POPKA","POPV2","POPCL","POPV3","TVQ","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","OMEGA(4,4)","OMEGA(5,5)","SIGMA(1,1)","SIGMA(2,2)","sePOPKA","sePOPV2","sePOPCL","sePOPV3","seTVQ","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seOMEGA(4,4)","seOMEGA(5,5)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
1,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:00:10,2.26,2.18,-1709.7315380239190,2.16656,75.7289,13.9777,150.06,8.48651,0,0.178666,0.249779,0,0,0.0822435,0,0.136855,4.51355,1.08529,31.1776,0.484398,NA,0.032057,0.0429045,NA,NA,0.00561574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
