"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POPKA","POPV2","POPCL","POPV3","TVQ","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,2)","OMEGA(3,3)","OMEGA(4,4)","OMEGA(5,5)","SIGMA(1,1)","SIGMA(2,2)","sePOPKA","sePOPV2","sePOPCL","sePOPV3","seTVQ","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,2)","seOMEGA(3,3)","seOMEGA(4,4)","seOMEGA(5,5)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
1,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:00:05,0.83,1.26,-1710.3735052339987,2.16877,75.7955,13.8686,150.702,8.4966,0,0.179147,-0.0216744,0.244879,0,0,0.0824423,0,0.137082,4.5149,1.13739,32.3031,0.490308,NA,0.0320537,0.0236087,0.0407506,NA,NA,0.00560854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
